(((3/(9+7))-(1-(1-(2/(4/6)))))+(5/(8/(7-1))))	397+/11246//---5871-//+
((0-((7+1)/(4/9)))*(4+(9/(2*(7*(5-(4/0)))))))	071+49//-4927540/-**/+*
((1-(2*(3-((5/5)+2))))*(3+(1/((2-2)-(9/3)))))	12355/2+-*-3122-93/-/+*
(((((4*5)*(4*1))+(4*(8-(7/(4-6)))))*9)/(9*3))	45*41**48746-/-*+9*93*/
((((5*((5*(0+(9-4)))*(9/7)))-(4-9))-(4+3))/1)	55094-+*97/**49--43+-1/
(1*((7/(7*(9/((2/0)+(8+(2+(4*8)))))))+(3+3)))	177920/8248*+++/*/33++*
((((3+1)-(5+6))*(0-(2*8)))/(9-(6-(1*1))))	31+56+-028*-*9611*--/
((((7+(1-6))/(6*(6*1)))/(0/(0-(2/3))))*3)	716-+661**/0023/-//3*
((((6-9)+(0*(5/9)))+(9/(0*(4/3))))/(4-7))	69-059/*+9043/*/+47-/
(((0+(6*(6+(2-6))))*(7/(0+(9-7))))-(0/2))	06626-+*+7097-+/*02/-
((9/(5/((2/(9-6))+(0*(4+3)))))+(3/(6/(8*2))))	95296-/043+*+//3682*//+
((5-((7+2)+(2-(4+(9+8)))))*(6+(4-(4/2))))	572+2498++-+-6442/-+*
((7-(((2-(3-9))*0)/(5/((7/2)+(9*(5-2))))))/0)	7239--0*572/952-*+//-0/
(((5/(5*(2/0)))*(6/(0+((7-6)*(9*6)))))/6)	5520/*/6076-96**+/*6/
(((3/7)+(8+(5-1)))*(2*(3/(5-((3+9)+8)))))	37/851-++23539+8+-/**
(((8*((7/(1-4))-(2/2)))-(0-(1/4)))+(1/4))	8714-/22/-*014/--14/+
(((3*(0*2))-(3+3))*(4+(((9/7)+5)+(1+0))))	302**33+-497/5+10+++*
((((7+(1/(2*8)))*0)+(2*((8+(3/(6-4)))-3)))+0)	7128*/+0*28364-/+3-*+0+
((((0-(7+(4+0)))/(5/(9-2)))/1)/(3*(9/5)))	0740++-592-//1/395/*/
(((((8-(9*3))+(8-5))+(9*2))/(4-(1-(6-1))))/1)	893*-85-+92*+4161---/1/
(((((1-9)*(6*1))/(6/7))-(7-(7*((9/4)+3))))+3)	19-61**67//7794/3+*--3+
((((4+(1+8))-1)*(2+2))-(8-(0/(1/(3*(3+3))))))	418++1-22+*801333+*//--
((((6/7)/(2+2))*(0+(5/(1/0))))*(5/(1/1)))	67/22+/0510//+*511//*
((4*((9/5)/((3/(2+8))-(1/(0*(8/4))))))+3)	495/328+/1084/*/-/*3+
((((2/(1+(1*4)))-(6+7))+(1+(9*2)))*(2/(0*5)))	2114*+/67+-192*++205*/*
((((9+3)-(7*3))*(0/(9-(5-(6*9)))))/(8+(5/0)))	93+73*-09569*--/*850/+/
(((0-(5-(0-(1*(4-8)))))-(7*(8/(7+2))))*1)	050148-*---7872+/*-1*
((((0-4)+(5+0))/(9-(7/5)))-(6-(3*(0+(6-6)))))	04-50++975/-/63066-+*--
(((((5/(0/1))*5)/3)+(6*(8*(5/(5*8)))))+(6/6))	501//5*3/68558*/**+66/+
(((((9+2)/(6*(6/4)))+(1+(8*5)))-(8/6))-(9/9))	92+664/*/185*++86/-99/-
((((5/(1+9))-(0/2))-((8*4)/(0/(9-0))))-4)	519+/02/-84*090-//-4-
(((((6*0)*4)-(0+(0/(9+3))))/(3+0))-(3+9))	60*4*0093+/+-30+/39+-
(((2*(8+9))/(9+(8+0)))*(2/(3-(4*(7-4)))))	289+*980++/23474-*-/*
(((7-(8-(4*3)))*(1*(5-(7/0))))*(5/((7-7)-0)))	7843*--1570/-**577-0-/*
(((((0-(8/0))-3)-(8*(4-(5+4))))+(1*(8*4)))/5)	080/-3-8454+-*-184**+5/
(((4*(5*(9+7)))-6)/(2/((8/(7/(7*0)))*8)))	4597+**6-28770*//8*//
((((2*2)-(8-0))*(5-(6+5)))/(4-(0+(9+6))))	22*80--565+-*4096++-/
(((0-(7/(4-((0/(3*1))-(4/(1*2))))))+(3+3))*1)	074031*/412*/--/-33++1*
(((5*(9-((9+9)*(5/(9/(1+9))))))-(5/(4/5)))/6)	5999+5919+//*-*545//-6/
(((9*9)+((2/(4*3))/(3/(8-3))))-(4/(0-(4-3))))	99*243*/383-//+4043--/-
((((3-0)+(1-2))*(3-(8/(3-(3+0)))))+(7-(0/4)))	30-12-+38330+-/-*704/-+
(((((3-(1/7))*(4/(9/3)))*5)*(5+(3*6)))-(0-0))	317/-493//*5*536*+*00--
((((1*(7/(3+0)))-(2*8))+5)*(3+(1*(9/7))))	1730+/*28*-5+3197/*+*
((((1/(7/(6*8)))-(6+6))-(5/4))+(6-(3*(4-8))))	1768*//66+-54/-6348-*-+
((4*(5/0))+((7-(9-(0/(4*9))))*(1/((6-9)-9))))	450/*79049*/--169-9-/*+
((((0+(2/4))-3)*(8*(0-(5-((9+(8*3))+4)))))*3)	024/+3-805983*+4+--**3*
(((6-3)+(1/(8/(3+2))))-(5*(7*(5+(8*1)))))	63-1832+//+57581*+**-
(((((2/(0-0))*(6/3))-(4+9))*(3*(8-8)))+0)	200-/63/*49+-388-**0+
(((4*8)-((9*6)-((4-(2-9))-(7+(1*(2/3))))))/8)	48*96*429--7123/*+---8/
((((9*9)-(5*((3-0)/3)))+(5/6))-(0+(8-2)))	99*530-3/*-56/+082-+-
((3+((8-(6/8))/(8+1)))-(3/(3-(2/(0-2)))))	3868/-81+/+33202-/-/-
(((3*(9/(6*(3-(4-8)))))-(7/6))-(8/(8+3)))	396348--*/*76/-883+/-
((((1*2)/8)/(8-(2+(2*0))))*(9+(3*(2/0))))	12*8/8220*+-/9320/*+*
((((7*3)+(5*8))+(3/(9*(5/5))))-(5+(8-(8*1))))	73*58*+3955/*/+5881*-+-
(((((0*5)+8)*(5*2))-(5*(1*2)))*(3+(0-3)))	05*8+52**512**-303-+*
((((2+3)+(6-(3/(6/5))))/7)*(0-(8*(9-4))))	23+6365//-+7/0894-*-*
(((8-(4-(1*3)))-(5*((4*6)/(6+9))))-(4+4))	8413*--546*69+/*-44+-
((8*4)-((6*(1-(0/(6/8))))+(8/(0/(2-1)))))	84*61068//-*8021-//+-
(((2/((6/(6+0))/1))+(2+(6/(9*(3/1)))))-9)	2660+/1//26931/*/++9-
((((5-(1-9))+(4*1))+(1/(9+(5-7))))+(5+(7/0)))	519--41*+1957-+/+570/++
((((8*8)*7)/(6/4))/(8/(3/(7-(6-(1*0))))))	88*7*64//837610*--///
((((8+4)/(9+(3*6)))+(0*(3*2)))/(8-(5+2)))	84+936*+/032**+852+-/
(((3-0)+(5+(2-(5-2))))/(3*(4+(5/(8*1)))))	30-5252--++34581*/+*/
(((1-((6-(2-(9+3)))+8))*(8/(1+0)))/(1-(5-7)))	16293+--8+-810+/*157--/
((((3+9)+((8-(2+3))-(8-4)))+(1+(5+4)))*9)	39+823+-84--+154+++9*
((((7/(3/2))*(8+1))/(9/(0+6)))*(4+(2*7)))	732//81+*906+//427*+*
((((0-(8-(2/(4/1))))-(2/4))/(1/2))/(1+(7*1)))	08241//--24/-12//171*+/
((((6/1)/(0*2))*(0-((7-(8+(6-5)))-7)))-0)	61/02*/07865-+-7--*0-
(((9+(8+(1/(4*2))))/5)/(8/(7/(3+(5*5)))))	98142*/++5/87355*+///
(((9/8)/(7+2))/(9-(8-((3+(5/2))*(4-4)))))	98/72+/98352/+44-*--/
(((7/(6-9))-(0+((5/(9*1))-(5/1))))-(0*3))	769-/0591*/51/-+-03*-
(((((1+7)/3)+5)*(7/(7-(7-5))))*(7*(6+2)))	17+3/5+7775--/*762+**
((7-(5*(2*((6*0)*8))))*(5-(0-(4+(8-1)))))	75260*8***-50481-+--*
(((5*(2-(2-9)))-(7*(((5+0)+3)/(9+(5*2)))))*8)	5229--*750+3+952*+/*-8*
(((((2-0)+3)-(9*(9*(0+4))))*(0-(7*4)))+8)	20-3+9904+**-074*-*8+
((((((9*7)/7)-(9/(6*0)))/(3/(4/(9-6))))+1)*1)	97*7/960*/-3496-///1+1*
