(((0/((3+(0*5))-(5*(0*0))))*(2+(2+(3*4))))/2)	0305*+500**-/2234*++*2/
(((((6-8)+6)/(6*(9-7)))/(4+(6/2)))+(1-(9+6)))	68-6+697-*/462/+/196+-+
((((0-(5*6))+(4-(2-5)))/(4+(9+(6/(7/4)))))+(9*9))	056*-425--+49674//++/99*+
(5+((((0*(0/(0+3)))+(0-5))-(2+(3+(6+2))))+(5*3)))	50003+/*05-+2362+++-53*++
(((((8-(1+2))+(5-2))/(1/(9*9)))+(8*(2/0)))-(9+0))	812+-52-+199*//820/*+90+-
(((((2-4)*(5*((1+8)+(7+8))))/(4+(5/(1*7))))/6)/7)	24-518+78++**4517*/+/6/7/
((((8/1)+(1*(8*6)))*(8+(1+(8-8))))+(5/(9*3)))	81/186**+8188-++*593*/+
(((((5-0)*(2/(3-4)))+(9*0))/(5+1))*(4/(7*2)))	50-234-/*90*+51+/472*/*
(((1-(5*(3/5)))/(4*(5+(6-(3*((5*5)*0))))))+4)	1535/*-456355*0**-+*/4+
((6/((5+(0/6))-(2-(8*(6*4)))))*(9*(9+(9+(3/5)))))	6506/+2864**--/99935/++**
((7+(6+((2/(6/7))/(7/(0*3)))))+(3+(8-(3+5))))	76267//703*//++3835+-++
(((2*((0+1)*(8+(5-8))))/(4-((5*5)-(3*(1*7)))))-8)	201+858-+**455*317**--/8-
(((((9-(4-4))-(8+1))*(2+5))-(2-(8+8)))/(4/6))	944--81+-25+*288+--46//
((((((2-2)/2)*(5+(7-0)))*5)-(7*(((0+4)-6)-5)))-9)	22-2/570-+*5*704+6-5-*-9-
(5/(2*(((2/(9+(8-(9-4))))-(4*(3+7)))/(0/(3/0)))))	5229894--+/437+*-030///*/
((((7*(5-0))/7)+(4/((5+(8+2))-(5+(3*9)))))+1)	750-*7/4582++539*+-/+1+
((((9*8)-(5/(4/((4+6)*(7-(1+2))))))-(4+(3*4)))*2)	98*5446+712+-*//-434*+-2*
((3*(((8/(9*(8/0)))-(6/(6+(4*9))))*(2-(9-6))))-6)	38980/*/6649*+/-296--**6-
(((9-(9-(2+1)))+5)*(8-(7/(5*(8-(5/(7+1)))))))	9921+--5+8758571+/-*/-*
(((8/8)+(5*(3-2)))+(7*((4/(2-4))+(0*(9*0)))))	88/532-*+7424-/090**+*+
(((((9-(0*2))/(9*4))*(8/1))/(7+(9/6)))+(8+9))	902*-94*/81/*796/+/89++
((((((9*4)*(6/5))/(3/(3/4)))/(9/1))-(5*2))-2)	94*65/*334///91//52*-2-
((((5-1)-(5-(6*(0-(9/4)))))-(8/4))*(9*(9-(1-4))))	51-56094/-*--84/-9914--**
(0*(4*((((7-7)+6)/(5-(1/(5-(6/0)))))+(8*0))))	0477-6+51560/-/-/80*+**
(((((4-(2*6))-(8*3))*(4+((8*2)/(7*7))))+(2-5))*6)	426*-83*-482*77*/+*25-+6*
(((((7-9)*9)-(3-((1+(7/2))/3)))*(5/(5/(6+1))))/6)	79-9*3172/+3/--5561+//*6/
((((2*(8*3))-(6/(3-1)))*((3/(9-(1*3)))/7))/3)	283**631-/-3913*-/7/*3/
((((9-((2/2)-4))+(3*3))*((8*(4-(2/8)))+(7*4)))/2)	922/4--33*+8428/-*74*+*2/
((((9-(6-(8/(6+(0+4)))))-(0+(6-9)))+(5-(3-5)))/5)	968604++/--069-+-535--+5/
((((6*(1*((9+(7*1))-(3*4))))+8)-(2-(4-(1/9))))+0)	61971*+34*-**8+2419/---0+
(((((7*8)/(4-(0-(8*(2+5)))))+(3/4))/(8/4))-9)	78*40825+*--/34/+84//9-
(((8/(3*8))*(((9*(6-(1-(7*7))))/7)/(3*3)))*6)	838*/96177*--*7/33*/*6*
((((9*(6/(8-3)))-(2+6))/(2-0))/(3/(6*(7-7))))	9683-/*26+-20-/3677-*//
(((1-(9*6))*((4+(6*5))*(3+(7+(3*(3+3))))))*7)	196*-465*+37333+*++**7*
(((((6*(1+3))*(6+3))*(3*3))*(2/3))/(5*(5*4)))	613+*63+*33**23/*554**/
(((0+6)+(8+((3-(1*(0*(1*4))))*(4*(2-7)))))*1)	06+831014***-427-**++1*
((((4/5)-(4*((4+8)+(0+(8*4)))))+(0+5))/(7+5))	45/448+084*++*-05++75+/
((((5+((4+(8+(9*2)))*(3*(9*2))))-(7*5))+0)*(5*7))	54892*++392***+75*-0+57**
((((9/(5-((3/(2+3))+3)))-(5/(9*8)))-(0/(7-8)))-7)	95323+/3+-/598*/-078-/-7-
((7+(2*6))-(3/(3+((9+(5+(7+1)))-(0-(6*3))))))	726*+339571+++063*--+/-
((((5*(5/2))-(4-(2*(8*2))))+(1*(8+0)))-(2+2))	552/*4282**--180+*+22+-
(((1-((2/(3+7))*(9/8)))+((8/(8*5))+(9*0)))/4)	1237+/98/*-885*/90*++4/
(((8*(2-(2/2)))/(0-(1*5)))-(5+((4+1)/(2/7))))	8222/-*015*-/541+27//+-
(((((6*(9*0))-(6/4))+(1+(3+0)))+(1*(1+(4/9))))-2)	690**64/-130+++1149/+*+2-
(0-(((2-(0+4))/(9-5))*(5*((5*8)-(2*(6/6))))))	0204+-95-/558*266/*-**-
((((5-4)-(9/(8+1)))+(3*(4-((3+8)*(1*(8*2))))))/3)	54-981+/-3438+182***-*+3/
(((((1*3)+(8/(9/(1-(4+6)))))*(5+(5+(0-9))))-7)+4)	13*89146+-//+5509-++*7-4+
(((3/((7+9)+6))+5)*(7*(((1*(9*3))*(7-9))+0)))	379+6+/5+7193**79-*0+**
(((((((3-1)/4)-(6-7))/3)*(3*(6/(3*7))))*7)/5)	31-4/67--3/3637*/**7*5/
((((6/((5+9)/3))-(3+(0*(8/9))))*(1-(3/6)))/5)	659+3//3089/*+-136/-*5/
(((1+((3+(3+(3-5)))*(4/(9*(6/0)))))-(7*9))-2)	13335-++4960/*/*+79*-2-
(8+((7*(1/((9/(4+(3+1)))-(4-(2/3)))))/(6-9)))	8719431++/423/--/*69-/+
(((((0+(7/(2-3)))+(8*(4/(6/0))))-9)-(5+6))*0)	0723-/+8460//*+9-56+-0*
((((7*(4+(3*4)))*(6*(1+7)))/(3*((5-0)+(9+5))))-2)	7434*+*617+**350-95++*/2-
(((4*(7-(8/1)))+(8/9))/(0*(9+(5*(2-(1-4))))))	4781/-*89/+095214--*+*/
((((5*(0*6))/((0*(8+3))+7))/(7+(1*(5+9))))+1)	506**083+*7+/7159+*+/1+
((5+(4+9))+(2-(6-(((4/(2-5))-(0/0))/(3+(1*3))))))	549++26425-/00/-313*+/--+
(((((1*9)/(3/(6+6)))/(3+1))+(1*(7/8)))*(5*(9/0)))	19*366+//31+/178/*+590/**
(((((7*(9*5))*(3-(8*9)))*9)-(6+(7*1)))-(8-6))	795**389*-*9*671*+-86--
(((2+(5-6))/(3-((2+0)-(5/0))))-(3-(5+(9+(7/9)))))	256-+320+50/--/35979/++--
((8-((8*5)-(2/5)))+(7*(7/(0*(0*(5/(0/0)))))))	885*25/--7700500//**/*+
(((((7-7)/(3*0))/(7/(7+(7+9))))/(3*(1*(0-0))))-4)	77-30*/7779++//3100-**/4-
(((9-(7-(9+5)))+(1+0))+(4/(7+(8-(0-(3-1))))))	9795+--10++478031---+/+
((((4+8)/(((8*(0-8))-(2*3))/(4-(2-0))))*(2/7))-7)	48+808-*23*-420--//27/*7-
((((4-(3*3))/3)-(2*(8-(2-(7+3)))))/(4+(5-7)))	433*-3/28273+--*-457-+/
(9-(((8-(1/(5*8)))-(4-(7-8)))+(9/(2*(7*7)))))	98158*/-478---9277**/+-
(((((0-(3+5))*(7/4))/(5-(6*(2*1))))/(1+(1+8)))/8)	035+-74/*5621**-/118++/8/
((((0-(1/7))/(8-4))*(4-(7*((7*4)+(2+7)))))+9)	017/-84-/4774*27++*-*9+
(((4/(4-(2-9)))+(2*(7*(0*4))))-(2-(1-(0-6))))	4429--/2704***+2106----
(((((6/5)+1)/(1/(0*(8-3))))/(2/(2-(8-(6+0)))))-7)	65/1+1083-*//22860+--//7-
(((0/(3*(6*(1/9))))/(8-((6/(8*0))/(4+7))))*8)	03619/**/8680*/47+/-/8*
((((3-(4+(8/(1-5))))/((4+3)/2))/(7+(6+0)))+1)	34815-/+-43+2//760++/1+
(7+((5+(1/9))/(2/((8/(5/1))*(1*(9-(3*0)))))))	7519/+2851//1930*-**//+
((7-((7+(4-((3/2)/(7*7))))/(2*(9/(5*7)))))/4)	77432/77*/-+2957*/*/-4/
(((7/(4*2))+(1*(9/(1+(6/(5-4))))))+(0+(1*7)))	742*/191654-/+/*+017*++
((9*(7/(8-6)))+(7*(((6*(6*3))-(4*2))*(9*7))))	9786-/*7663**42*-97***+
(((((2/7)*(4+(1/8)))*2)-5)-(9+(8/(1*(9*2)))))	27/418/+*2*5-98192**/+-
((((0-1)-(6/(3/(0/(2-2)))))-(4-5))+(6+(7*(3*2))))	01-63022-///-45--6732**++
((((8+6)*((1*(9+5))-(0/8)))+(4+8))+(7*(7+3)))	86+195+*08/-*48++773+*+
(((((3/6)+0)+(0*(3/(1/8))))*(4-((5/4)-8)))-3)	36/0+0318//*+454/8--*3-
((((7-8)-(1*(0/6)))-(2-(8/(2*(8*(8/(3/5)))))))-5)	78-106/*-2828835//**/--5-
((((4-(8+(5-7)))/(0/(6-(0/3))))/(6/(7/4)))*8)	4857-+-0603/-//674///8*
((((6+0)-(5+4))*((4+(4/8))+(6-(9-(3*3)))))-2)	60+54+-448/+6933*--+*2-
(((7*(4-6))/(6*(4-(9/6))))*(5+(8+(0/(1-9)))))	746-*6496/-*/58019-/++*
((0/(3-(4+(1*(1+8)))))+(5+((8+(1+1))/(6*6))))	034118+*+-/5811++66*/++
(((2-(4*1))/(4/(8+(3/(1*9)))))/(9+(0*(1/(0/1)))))	241*-48319*/+//90101//*+/
((8*((1*(4/(4+9)))+(5+8)))+(4+(4*(3+(4*4)))))	81449+/*58++*44344*+*++
((7-1)+((8/(9+2))-(9+((9/(2/(1*2)))+(3-(0-4))))))	71-892+/99212*//304--++-+
(((((4+2)-0)+(2/(5/(1/(4+(4*0))))))*(1/(8+5)))*0)	42+0-251440*+///+185+/*0*
(((5/(9+((0+4)/(2+(7+0)))))*(2/9))/(1-((7/6)/7)))	5904+270++/+/29/*176/7/-/
(((5+3)+(1/(0*6)))*(0+((2-(8-(0/9)))+(8/1))))	53+106*/+02809/--81/++*
((((6+(6/(0*1)))+(8*8))/4)+(8-(6+((1/8)/8))))	6601*/+88*+4/8618/8/+-+
((4/(((6/(5/(5/(7*9))))/(5*7))/(6-(1+0))))-1)	465579*///57*/610+-//1-
((6/(2*6))/((6*(6/(4-9)))-(5-(9-(3*(1-4))))))	626*/6649-/*59314-*---/
(((4-9)-4)+(1*(8*(8/(5+(8-(4/(2*(6+6)))))))))	49-4-188584266+*/-+/**+
((((((1-1)-4)+(5/7))+(5/(8+3)))-(3-(9*5)))-6)	11-4-57/+583+/+395*--6-
((((3-0)*(8*0))-(5/6))*(5-((6+9)*(5*(3+1)))))	30-80**56/-569+531+**-*
(((((4-(4+8))*(0-3))*(5/(2-3)))-(0*4))+(4-(0-3)))	448+-03-*523-/*04*-403--+
(((3/(6*2))+(8*((8+9)-(0*(1+0)))))/(8/(3-(2-1))))	362*/889+010+*-*+8321--//
((7*(4*(6+(9+(3/3)))))-(2-((5/(9*0))/(3*(3/2)))))	746933/++**2590*/332/*/--
((2/(((4*(8/(6-(9-4))))+(8-0))+(5*(6*8))))+6)	248694--/*80-+568**+/6+
((((0/(8*(5+2)))+(6*9))+(4-(7+8)))*(1-(4-6)))	0852+*/69*+478+-+146--*
((((8+3)+0)-(1+(9*0)))-(5/((2*(6+(0*5)))/3)))	83+0+190*+-52605*+*3//-
((((((5*3)-2)-(2+(0-(8-9))))/(6*4))/(9/(6*3)))*0)	53*2-2089--+-64*/963*//0*
(((3*(9/(3*8)))-((6+(2/8))/(1*(0*(5*(0*5))))))*7)	3938*/*628/+10505****/-7*
((4*(((((0+2)+(4*0))*(8+(6+1)))*(0-9))/(6+8)))*3)	402+40*+861++*09-*68+/*3*
((5/7)*(2+((5+(5+((4-1)*(8-(6*(4-1))))))*(4-2))))	57/25541-8641-*-*++42-*+*
((((1+(1/0))-((8-4)-(0-(0/(6*7)))))+(1/(6-4)))/4)	110/+84-0067*/---164-/+4/
((((4+(7-5))/(5-(5*2)))+(7*(4-(3+(9/3)))))*5)	475-+552*-/74393/+-*+5*
((8*(((2-0)/(6+(8/((5+3)/1))))+(5-7)))+(6/1))	820-6853+1//+/57-+*61/+
(((0-((1/(6-(3*2)))/2))-(7/2))/(6-(6-(5-4))))	01632*-/2/-72/-6654---/
((3-(6-6))+(0+((4*(1-(4+(3-7))))-(9+(6+(3*3))))))	366--041437-+-*9633*++-++
((((8/2)*(9-((4/2)+(7*4))))-(8/(3/0)))+(9*5))	82/942/74*+-*830//-95*+
(((((6+4)/1)+(3-(2/0)))*(5-(8-(6-(2*7)))))+8)	64+1/320/-+58627*---*8+
(8+(((2/(4+9))*(7+(6+(9+8))))*(6+(5/(3/6)))))	8249+/7698+++*6536//+*+
(((((9-(4-8))+2)/(5-(9*2)))+2)+(4+(1/(6/2))))	948--2+592*-/2+4162//++
(((((0-1)/(1*(5/4)))/4)/(8/(0+(3*(1-7)))))-8)	01-154/*/4/80317-*+//8-
((((8/(7-(8*(1/9))))-8)-(0+(0+(7*(8+5)))))*9)	87819/*-/8-00785+*++-9*
((((4/(9-5))-(8*(7*(3-(5*4)))))+(3*(4*2)))+(0*1))	495-/87354*-**-342**+01*+
((((9-(7/6))+(3*0))-(8/(1+(3/3))))-(6-(9*2)))	976/-30*+8133/+/-692*--
(((9+((((4-8)+(6/1))*(4*(7/0)))+(3/8)))+(9+4))*4)	948-61/+470/**38/++94++4*
((((6+(4+(9/5)))+(8-3))/(1+(6*6)))/(5+(1*5)))	6495/++83-+166*+/515*+/
((((2+(4+(4*7)))+(6*7))*(3/(7-2)))*(0/(6+1)))	2447*++67*+372-/*061+/*
((((2/1)*3)+(6-(7/2)))/(5*(4-(6*(3/(7+7))))))	21/3*672/-+546377+/*-*/
((((3-9)/(6*((3-9)/(1/1))))*(8*(2+(1-4))))/7)	39-639-11//*/8214-+**7/
((((6/(6+3))/(1/(1/3)))-(6/8))*(8-(7-(0+3))))	663+/113///68/-8703+--*
(((6-(3-8))/(4+(4*(3*3))))/(3*(7-(4/(1/(6-0))))))	638--4433**+/374160-//-*/
((((((4*1)/(9-2))+(7/7))-(2-7))*(3*(6+3)))*8)	41*92-/77/+27--363+**8*
((((4+2)+(7*(0/(7*2))))-(9*0))*(9-(4-(8/8))))	42+7072*/*+90*-9488/--*
((((((1/1)-(5*7))*0)/(8/0))*(7-2))+(3/(8*3)))	11/57*-0*80//72-*383*/+
((((3*(6+(6*1)))-(2+(3-(4*7))))/(4-(9*(7*8))))-9)	3661*+*2347*-+-4978**-/9-
((((0-3)+(9-1))+(3-(4-4)))+(5+(3-(2/(3+(7-9))))))	03-91-+344--+532379-+/-++
(((5+((1*(9-(1+(6/4))))/(9+(2/9))))*(4-8))/0)	519164/+-*929/+/+48-*0/
((7*((((0+(3+7))*2)*3)/(9/((3+1)*(9+5)))))*6)	7037++2*3*931+95+*//*6*
(((((6-(7/3))-4)+(0-8))+(3-((6*(7/7))/(3/3))))+0)	673/-4-08-+3677/*33//-+0+
((((6/((9-9)/8))/5)+(3-(9*1)))-(9/(0/(8-3))))	699-8//5/391*-+9083-//-
(((((1*3)*(0-(5+9)))*(6/(9/1)))/(7/(3+(7+9))))-9)	13*059+-*691//*7379++//9-
((((5-4)+(3/((1-3)+9)))-(0+(8-((6*4)-0))))-2)	54-313-9+/+0864*0--+-2-
((4+(1+5))/(9+(4*(2-(((0+8)+(3-7))-(5/0))))))	415++94208+37-+50/--*+/
(((3+7)+(3+(7+(1/(6-(7+(2*0)))))))+(7/(1*4)))	37+3716720*+-/+++714*/+
((((8+0)/(5+(1+1)))+(0/(9+2)))*(4/(4+(1/8))))	80+511++/092+/+4418/+/*
((((2*(8-(8/(0*(1+2)))))/((6*5)+(1+2)))-(5*1))/0)	288012+*/-*65*12++/51*-0/
(((2+2)+((8+((9+(8+6))-(8*(7*(3*8)))))*(8/8)))-5)	22+8986++8738***-+88/*+5-
(((((6-(8-3))*(8+(0*8)))/(7/((5/8)*1)))/(9/4))*6)	683--808*+*758/1*//94//6*
((((5-(6/1))/((6*9)-(2*3)))*(0/(8+(9*7))))/4)	561/-69*23*-/0897*+/*4/
(((8*7)/(8+(6-(9*(8*(1-(8*9)))))))+(2-(9/(3*8))))	87*8698189*-**-+/2938*/-+
((((4/(6-9))-9)/(((1*(4-7))+(0-1))*(7/(8-3))))+4)	469-/9-147-*01-+783-/*/4+
(0*(((7-7)-(2*((8*(8*1))-(7*2))))-(0-(1*0))))	077-2881**72*-*-010*--*
((((7*(3+(6/8)))+(8*4))-(2*(9-(6/(0*2)))))*2)	7368/+*84*+29602*/-*-2*
(((((9*5)-(7+5))*(3-(2*7)))/(1-(8+(0+7))))/1)	95*75+-327*-*1807++-/1/
(((1-3)-(6/(2-5)))/(7/(6/(6*(4*(3+(4+(4*4))))))))	13-625-/-76643444*++**///
(((((((9+4)/1)-4)+(7*2))-(0*(7/3)))+(4*5))+7)	94+1/4-72*+073/*-45*+7+
(((((5+4)/6)*(3*(6-((5*6)-(3/5)))))-(7-(8-4)))+4)	54+6/3656*35/--**784---4+
((((((8+(0*7))/(1/5))+((5/2)-(3*4)))/5)/7)-3)	807*+15//52/34*-+5/7/3-
(((((((4+(3-5))/5)-(5+0))/3)+(9+9))-(8-2))/6)	435-+5/50+-3/99++82--6/
((((5+0)*(9*(1+1)))/(5/((6/(9-9))+(4+3))))*6)	50+911+**5699-/43++//6*
(((8/(1*(0/(3-8))))/3)*(5*(3+(9*((4*8)-(5-4))))))	81038-/*/3/53948*54--*+**
(((2+(6-1))+(9/(7/(9+4))))*(0+(8+(2/(1-3)))))	261-+9794+//+08213-/++*
(((5/(1+(2-(3+2))))-(3/(((0-5)-1)/(0/(0-4)))))+3)	51232+-+/305-1-004-///-3+
(((((0/3)/3)-7)*(3+(8*3)))-(2+(5-(1/(2-3)))))	03/3/7-383*+*25123-/-+-
(((((3-(8+((0*2)*(4*2))))-(5/3))/(4/(4+0)))*0)*7)	3802*42**+-53/-440+//0*7*
((((2/(1+(8*(0+6))))+(9-9))*(9/((1/(7/9))*4)))*9)	21806+*+/99-+9179//4*/*9*
(((6-(((1*(8+8))/2)*3))-(2/((4+(8/6))+6)))/2)	6188+*2/3*-2486/+6+/-2/
((3/(7+4))-(3-(((6*5)*(2/(9/0)))*(5+(7*1)))))	374+/365*290//*571*+*--
(((((7-(3*7))/(4/(8-(8-0))))+2)/(2+(5/4)))+5)	737*-4880--//2+254/+/5+
(((((9-(8+6))/(9-(7+4)))+(5+7))+(8/(7+(9-5))))*3)	986+-974+-/57++8795-+/+3*
((8+(((1+(9-7))*(7+(6-4)))-(9+7)))/(5-(0-3)))	8197-+764-+*97+-+503--/
((((0+1)/(9+1))-(4/(3+(7*(4*0)))))+(6+(0/4)))	01+91+/43740**+/-604/++
((7+(3*1))+(2+(7/((2*(7/(3-(0-9))))/(4*9)))))	731*+2727309--/*49*//++
(((2+((6/1)-(4+(5-6))))/(9*(7*1)))*(5-(5/7)))	261/456-+-+971**/557/-*
((1+((7/(3+3))/((2*(1-(1-0)))*(2-(8-4)))))/7)	1733+/2110--*284--*/+7/
((((((0-8)+3)*(3/(3+8)))/(0+(3-2)))/(3+(0-0)))+7)	08-3+338+/*032-+/300-+/7+
((((2/7)*(9/(0/9)))+(4+(3+(8+(9-0)))))+(6/1))	27/909//*43890-++++61/+
((((9*9)*(3+(6+7)))*(9+(2+0)))+(6*(7-(4*8))))	99*367++*920++*6748*-*+
(((6/1)/(9*7))-(2+((8+(7-4))-(0*(6*(1/2))))))	61/97*/2874-+0612/**-+-
(((6/(4*((0+(6*2))-(2*(8*9)))))*(3+(3+(0/0))))+3)	64062*+289**-*/3300/++*3+
(((6*(2/(7*((3+0)/0))))-(4+(4+(0+(2-6)))))*8)	62730+0/*/*44026-+++-8*
((((6*((3+7)/7))-(0*((6*9)+(8*9))))*(6+(8/6)))/8)	637+7/*069*89*+*-686/+*8/
((5*6)*(4-(3/((8/(0/((2*2)/6)))*(8*(3*5))))))	56*438022*6///835***/-*
((((2-(8-2))-(7+5))-(6+(9+(4*(9*2)))))/(4/2))	282--75+-69492**++-42//
((((3*(4*4))*(9/3))+(8+0))+(1*(9+(9-(1+8)))))	344**93/*80++19918+-+*+
(((((((2/(9-0))+(3-9))-(5/(1+3)))/(6+0))+6)-3)/2)	290-/39-+513+/-60+/6+3-2/
(((0*(2*(5/2)))*6)+(9-(8/((1/(2-0))+(3+5)))))	0252/**6*98120-/35++/-+
(((8*(0/9))-(0*4))/(1/(4*((1*(4/(7+(1-0))))-9))))	809/*04*-1414710-+/*9-*//
((((0+((2*5)*5))+9)+(6+(8*(3/(0+0)))))/(5/9))	025*5*+9+68300+/*++59//
(0+(9*((0*0)-(8*((0-((7*(4-(6*5)))+8))/(9*2))))))	0900*807465*-*8+-92*/*-*+
((0*((5-(0+6))/(9*(9-(1-(1-(6*5)))))))+(3+8))	0506+-991165*---*/*38++
(((1/3)-(8+(7*(1-(6/(8-(6*3)))))))+(7/(9-(4*7))))	13/8716863*-/-*+-7947*-/+
((((7+7)*1)+(5/(5/(0-(1*2)))))+(5+(6/(1+9))))	77+1*55012*-//+5619+/++
(((5-(2/(5+3)))+((1+(8*(7-(9*1))))/(9-2)))-5)	5253+/-18791*-*+92-/+5-
((((0-6)+(9*(2/7)))+(7/(6-(1+5))))+(9-(9-3)))	06-927/*+7615+-/+993--+
((((4+(0*(6/(2+8))))-(7*8))/7)*(0+(6*(0*6))))	40628+/*+78*-7/0606**+*
(((8-(5*7))/(5*((3/6)*(6+(0-0)))))+(9-(2*2)))	857*-536/600-+**/922*-+
((((0+5)-(7-0))*(0*(0-(1-0))))-(5/(7-(3-9))))	05+70--0010--**5739--/-
((((1+(3-(2+0)))-(6-((3-0)-8)))*(5-(9+4)))-4)	1320+-+630-8---594+-*4-
((4-((((5-(4/(8*(8/0))))-(6/9))+(1*(1+2)))/2))/5)	454880/*/-69/-112+*+2/-5/
(((((4+6)-((3+(8/(7/(2-4))))*3))+(0-0))-(3/1))*4)	46+38724-//+3*-00-+31/-4*
((((2*(3/(9*5)))/4)+(3*(9*(0+8))))+(9-(5/1)))	2395*/*4/3908+**+951/-+
((0/0)/(5*(2/((1+((9-5)-(1+(4*3))))+(0-0)))))	00/52195-143*+-+00-+/*/
(((((9/(1*(5/(6+6))))*(8+1))*(6-7))/(0+(1/2)))*1)	91566+/*/81+*67-*012/+/1*
(3*(4/((7+((4*(3-3))/8))-(9-(8-(4*(9+5)))))))	347433-*8/+98495+*---/*
((5+(3-(4*7)))+(2-((4*(9-7))-(8+(1*(0*(2+5)))))))	5347*-+2497-*81025+**+--+
((((9*4)*((1/(5+(2/5)))+(0-9)))+(8*(8+(3/9))))/0)	94*1525/+/09-+*8839/+*+0/
(((0+(4+(3-3)))+(5*(3+(7-4))))/(7*(8-(2/1))))	0433-++5374-+*+7821/-*/
(((((1+1)*(8/(9-(8-4))))-((5*2)+(3-1)))*(7/7))*7)	11+8984--/*52*31-+-77/*7*
((((8-(9/(7-(9+6))))*(6-9))+(7*7))*(4*(2-(9/7))))	89796+-/-69-*77*+4297/-**
(((((2-(7-7))*(9+(8-(5+0))))+9)-(1*(4+7)))+9)	277--9850+-+*9+147+*-9+
((((8/(2/9))-(1+(3*2)))/(1+((0-(6*1))+(7*4))))-9)	829//132*+-1061*-74*++/9-
((((0*8)*(2+(7*3)))/(0+(2*2)))-(5/(2-(6+9))))	08*273*+*022*+/5269+-/-
(((((2/(9+1))*((0/9)-8))*(6*(2*2)))/(6-3))+1)	291+/09/8-*622***63-/1+
(((((9/(0/4))/(9+2))-0)+(0*9))*(4/(2*(4-8))))	904//92+/0-09*+4248-*/*
(((0/2)/(((5-0)+(3*(5/0)))-(5-(4*(4*6)))))*1)	02/50-350/*+5446**--/1*
((1-(4*5))*((8/(4*(0+(1/(5+(1+2))))))/(2/(1-8))))	145*-8401512++/+*/218-//*
((((4/3)/6)+(4+9))*(7/(0+((1-(3-7))+(0+(3*2))))))	43/6/49++70137--032*+++/*
